Entry	Entry Name	Protein names	EC number
A0A7H5R5E8	A0A7H5R5E8_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7H8RDQ3	A0A7H8RDQ3_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A7H9FVI2	A0A7H9FVI2_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7H9LTA6	A0A7H9LTA6_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7H9QM99	A0A7H9QM99_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6H1H5	A0A7I6H1H5_ECOHS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7I6Q6E6	A0A7I6Q6E6_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6QL56	A0A7I6QL56_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6RZX3	A0A7I6RZX3_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6T1J5	A0A7I6T1J5_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6TH23	A0A7I6TH23_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6TXM3	A0A7I6TXM3_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I6WUX6	A0A7I6WUX6_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7I7A5L2	A0A7I7A5L2_RAOPL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7J6YSR2	A0A7J6YSR2_9COLE	"Choline monooxygenase, chloroplastic (EC 1.14.15.7) (EC 1.2.1.24) (Aldehyde dehydrogenase family 5 member A1) (NAD(+)-dependent succinic semialdehyde dehydrogenase) (Succinate-semialdehyde dehydrogenase, mitochondrial)"	1.14.15.7; 1.2.1.24
A0A7J7B9B9	A0A7J7B9B9_9COLE	"Choline monooxygenase, chloroplastic (EC 1.13.11.1) (EC 1.14.15.7)"	1.13.11.1; 1.14.15.7
A0A7L6BQG6	A0A7L6BQG6_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6BS38	A0A7L6BS38_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L6DNJ7	A0A7L6DNJ7_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6DTG0	A0A7L6DTG0_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L6ID81	A0A7L6ID81_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6IFA1	A0A7L6IFA1_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L6JMF9	A0A7L6JMF9_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6JPR8	A0A7L6JPR8_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L6PGG6	A0A7L6PGG6_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L6PNS3	A0A7L6PNS3_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6TZ75	A0A7L6TZ75_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7L6U1K6	A0A7L6U1K6_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7L8Q6Y3	A0A7L8Q6Y3_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7S7BX94	A0A7S7BX94_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7S7WH31	A0A7S7WH31_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7T1H3J7	A0A7T1H3J7_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U3XX21	A0A7U3XX21_ACIBC	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U3Y5Q1	A0A7U3Y5Q1_ACIB5	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U4BL41	A0A7U4BL41_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U6M290	A0A7U6M290_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U8WGR5	A0A7U8WGR5_9ESCH	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U9IYH9	A0A7U9IYH9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7U9LVZ1	A0A7U9LVZ1_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7U9NYY9	A0A7U9NYY9_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7U9QJD7	A0A7U9QJD7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W2JTR3	A0A7W2JTR3_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W2KYV9	A0A7W2KYV9_PSEPU	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W2V271	A0A7W2V271_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W2VJU2	A0A7W2VJU2_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W2VL39	A0A7W2VL39_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W2WL40	A0A7W2WL40_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W3D849	A0A7W3D849_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W3DXN1	A0A7W3DXN1_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W3E5R5	A0A7W3E5R5_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W3F137	A0A7W3F137_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W3F393	A0A7W3F393_CITFR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W3F9K6	A0A7W3F9K6_CITFR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W3HML5	A0A7W3HML5_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W4FB63	A0A7W4FB63_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W4KII0	A0A7W4KII0_9ESCH	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W4PS11	A0A7W4PS11_9ESCH	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7W5ILB1	A0A7W5ILB1_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W7KI38	A0A7W7KI38_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W8PK27	A0A7W8PK27_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W8S545	A0A7W8S545_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7W9U1G2	A0A7W9U1G2_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7X1ASX7	A0A7X1ASX7_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7X1BTY4	A0A7X1BTY4_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7X1WDB7	A0A7X1WDB7_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7X2BME1	A0A7X2BME1_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7X5QJX6	A0A7X5QJX6_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7X5TFQ4	A0A7X5TFQ4_9GAMM	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7X8P3W4	A0A7X8P3W4_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7Y1M7W9	A0A7Y1M7W9_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Y3XUQ1	A0A7Y3XUQ1_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Y8XJ43	A0A7Y8XJ43_SERFO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7Z1D428	A0A7Z1D428_SHISO	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z1D4K9	A0A7Z1D4K9_SHISO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A7Z1EL84	A0A7Z1EL84_SHIFL	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z1PYE1	A0A7Z1PYE1_SALET	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z2GRQ6	A0A7Z2GRQ6_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z2KDL6	A0A7Z2KDL6_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z3BSM6	A0A7Z3BSM6_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z7YJI8	A0A7Z7YJI8_9ESCH	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A7Z8GLD8	A0A7Z8GLD8_SHIFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A806X3R3	A0A806X3R3_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A809SN49	A0A809SN49_PRORE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A811VQS3	A0A811VQS3_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A811VTC1	A0A811VTC1_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A812IMF6	A0A812IMF6_SYMPI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A812INS0	A0A812INS0_9DINO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A813AGV5	A0A813AGV5_SYMMI	"Choline monooxygenase, chloroplastic (EC 1.14.15.7) (Cytochrome c oxidase subunit III)"	1.14.15.7
A0A822PN88	A0A822PN88_SHIFL	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A822TCJ9	A0A822TCJ9_SHISO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A823AWP9	A0A823AWP9_SHIBO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A826L478	A0A826L478_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A826L4C8	A0A826L4C8_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A826R0K7	A0A826R0K7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A826TYZ2	A0A826TYZ2_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A826XG01	A0A826XG01_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827EBG8	A0A827EBG8_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827FVN2	A0A827FVN2_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827H8X5	A0A827H8X5_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827IQ18	A0A827IQ18_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A827ISI9	A0A827ISI9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827PT59	A0A827PT59_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A827WGZ5	A0A827WGZ5_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A827WYL1	A0A827WYL1_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A828ABF7	A0A828ABF7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A828GWV8	A0A828GWV8_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A828LKQ9	A0A828LKQ9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A828SF68	A0A828SF68_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829CMA7	A0A829CMA7_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A829CT79	A0A829CT79_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829G513	A0A829G513_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829HD13	A0A829HD13_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829J169	A0A829J169_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A829J6L0	A0A829J6L0_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829JXF7	A0A829JXF7_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829L9L9	A0A829L9L9_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829LGS5	A0A829LGS5_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A829RLV8	A0A829RLV8_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829RTM4	A0A829RTM4_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A829S3V4	A0A829S3V4_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A833PJE6	A0A833PJE6_ACIBZ	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A836NC23	A0A836NC23_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A836ZCH5	A0A836ZCH5_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A837AAS2	A0A837AAS2_ACIBA	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A837JMU3	A0A837JMU3_KLEAE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A837KBR2	A0A837KBR2_KLEAE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A838XZX3	A0A838XZX3_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A838Y5V2	A0A838Y5V2_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A845BQD0	A0A845BQD0_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A851H1X2	A0A851H1X2_9NEIS	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A854BFK2	A0A854BFK2_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A854R046	A0A854R046_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A857ICZ8	A0A857ICZ8_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A859TAS6	A0A859TAS6_CITFR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A862ZH79	A0A862ZH79_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A862ZKI7	A0A862ZKI7_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A891SRC9	A0A891SRC9_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A891SV56	A0A891SV56_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A895NM22	A0A895NM22_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8B3LXP4	A0A8B3LXP4_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8B3VLR6	A0A8B3VLR6_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8B4GS48	A0A8B4GS48_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8B5QDM7	A0A8B5QDM7_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8B5S6M5	A0A8B5S6M5_ACIBZ	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8B6IWM5	A0A8B6IWM5_9ENTR	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8D6SY36	A0A8D6SY36_KLEPN	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8E0FR95	A0A8E0FR95_ECOLX	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8E0KVR4	A0A8E0KVR4_ECOLX	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8E2UVB8	A0A8E2UVB8_9BURK	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8E3VR39	A0A8E3VR39_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8E4CV69	A0A8E4CV69_PRORE	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8H3S4E8	A0A8H3S4E8_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4DP28	A0A8H4DP28_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4GWG6	A0A8H4GWG6_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4GWZ0	A0A8H4GWZ0_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4H6V4	A0A8H4H6V4_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4IDD4	A0A8H4IDD4_ASPFM	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H4MK38	A0A8H4MK38_ASPFM	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6PCD2	A0A8H6PCD2_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6PCP3	A0A8H6PCP3_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6PYJ9	A0A8H6PYJ9_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6Q2H2	A0A8H6Q2H2_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6QMM8	A0A8H6QMM8_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6QYP9	A0A8H6QYP9_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6R1U2	A0A8H6R1U2_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H6V180	A0A8H6V180_9EURO	"Choline monooxygenase, chloroplastic (EC 1.14.15.7)"	1.14.15.7
A0A8H9EFW0	A0A8H9EFW0_9ESCH	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8H9NN80	A0A8H9NN80_KLUCR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H9YFS8	A0A8H9YFS8_SERFO	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8H9ZBN4	A0A8H9ZBN4_9PSED	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
A0A8I0FIC9	A0A8I0FIC9_9ENTR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8I0KTF7	A0A8I0KTF7_CITBR	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha (EC 1.14.12.19)	1.14.12.19
A0A8I1DUX1	A0A8I1DUX1_9GAMM	Carnitine monooxygenase oxygenase subunit (EC 1.14.13.239) (Carnitine monooxygenase alpha subunit)	1.14.13.239
